url,label,class,http_status,phiusiil_index
https://www.lesoeufs.ca,0,legitimate,200,55452
https://bigloot.in/newdocument/87878687_8778878/_87876gxyttu/512251253634567890.html,1,phishing,200,223449
https://www.eomega.org,0,legitimate,200,214162
https://uve98-e24gh-42gh-4gh22g-g32.infura-ipfs.io/ipfs/qmz8tzb89csdwa6anrrqphu688sffjp8byhq7nuwjkqnk7,1,phishing,401,65817
https://www.americanamusic.org,0,legitimate,200,55969
http://modernwave.org.usrfiles.com/html/ffd2d7_b72fe3e8bf2c0076bb2a29ead8e30801.html,1,phishing,403,148733
https://sfrpanel.lws.fr/,1,phishing,403,172289
https://www.aserf.org,0,legitimate,200,96839
https://www.stteresa.edu.hk,0,legitimate,200,159657
https://63yhmail.com/jp,1,phishing,200,20079
https://attmailldull.boxmode.io/,1,phishing,200,231828
https://www.turbaliit.ee,0,legitimate,200,2863
https://www.cusd200.org,0,legitimate,200,214353
https://bcr-banco-de-costa-rica-1.jimdosite.com/,1,phishing,403,174055
https://www.rosarini.com,0,legitimate,200,234263
http://www.realsteelpocatello.com,1,phishing,405,190105
https://logon-review-uk.web.app/,1,phishing,200,89753
https://www.socioprognoz.ru,0,legitimate,200,1201
https://www.knwe.org,0,legitimate,403,111403
https://www.bsimracing.com,0,legitimate,200,234989
https://www.mims.co.uk,0,legitimate,200,198076
http://www.tarjapreta.news,1,phishing,405,68429
http://www.b194fafd80e062ad10763cf6e80339b784.ws,1,phishing,200,66079
https://78km.short.gy/4s8txm,1,phishing,403,107702
https://www.cs.pitt.edu,0,legitimate,200,51741
https://cloud-shared-folder.preg-remit.workers.dev/,1,phishing,403,70451
http://banconacionalcostarica.atsnx.com/ldsss1.html,1,phishing,200,98413
https://www.rubygamestudio.com,0,legitimate,200,111214
http://www.bsgllc.tv,1,phishing,200,118380
https://www.cityandstateny.com,0,legitimate,200,28895
https://www.xmlvalidation.com,0,legitimate,200,62924
https://www.kspope.com,0,legitimate,200,201966
http://www.asumi.online,1,phishing,405,78088
https://www.rosacea.org,0,legitimate,200,162257
https://www.myhaam.com,0,legitimate,403,98087
https://www.globaltrademag.com,0,legitimate,200,126792
http://www.customstatis.com,1,phishing,200,36522
http://www.shop2.de,1,phishing,200,71403
http://ancient-wave-738c.8p4uyjee.workers.dev/,1,phishing,403,4945
https://ipfs.best-practice.se/ipfs/bafybeigzcvq4bstcsbq3cbm7ulfhhdbg2l6n22sigh5xsng4dpbkueje6q,1,phishing,200,33838
https://storageapi.fleek.co/d3d20ab7-d27d-424e-828e-c3524eeb259d-bucket/indexx.html,1,phishing,403,159068
https://www.augoustinos-kantiotis.gr,0,legitimate,200,30459
https://www.fldoe.org,0,legitimate,200,224666
https://www.goleader.com,0,legitimate,200,48902
http://www.stroy-info.ru,1,phishing,200,8158
https://banco-itau.jimdosite.com,1,phishing,403,63370
https://ailuna.co.uk/wjn5oo0/cache/eralredit-3v15drbutf3vrmb.htm,1,phishing,405,30913
https://microsoft29.yolasite.com/,1,phishing,403,212514
https://www.jdl-canada.com,0,legitimate,200,54076
https://www.hoyle.org.uk,0,legitimate,200,69097
https://www.iscpif.fr,0,legitimate,200,203322
http://www.yciwfgroetpwetaletomqtahecq96qca.defenderlive.com,1,phishing,405,106240
http://www.blackgoldoilserv.com,1,phishing,200,166935
https://www.usinspect.com,0,legitimate,200,165441
https://www.danburysmiles.com,0,legitimate,200,52417
https://storageapi.fleek.one/51bd30bf-6732-4b1a-816a-a89d4b29b24f-bucket/trust/index.html#webmaster@cuni.cz,1,phishing,403,167910
http://www.christopher-cloos.com,1,phishing,200,690
https://www.lukang.gov.tw,0,legitimate,200,17683
https://www.yagel-mitbachim.co.il,0,legitimate,200,163017
http://www-servismobilu-eu.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,1,phishing,403,11145
https://www.museumofconceptualart.com,0,legitimate,200,137052
http://www.meteoprog.ns01.us,1,phishing,200,3731
https://encurtador.dev/redirecionamento/xa8s3,1,phishing,200,87730
https://www.willsworld.org,0,legitimate,200,62445
http://www.game2plays.com,1,phishing,200,83147
https://www.benromach.com,0,legitimate,403,58127
http://www.ecompany.org,1,phishing,200,199350
https://www.aecid-cf.org.gt,0,legitimate,200,109939
http://www.spiritualmoney.com,1,phishing,405,7801
https://www.inhabitapp.co,0,legitimate,200,62141
http://www.andersoninc.biz,1,phishing,200,98889
http://www.easyuploadservice.com,1,phishing,200,84415
https://www.getmailspring.com,0,legitimate,200,134489
https://www.uniquelyyoursbridal.com,0,legitimate,403,108963
https://s3.amazonaws.com/appforest_uf/f1676033076385x540194252145271600/author.html,1,phishing,403,23125
https://www.afnpacific.net,0,legitimate,403,181904
http://www.logins.online,1,phishing,405,217429
https://www.managingtheunmanageable.net,0,legitimate,200,96346
http://www.search.gp,1,phishing,200,10365
http://phoenixfunctions.com.au/mygov/,1,phishing,403,44358
https://www.haus-xxl.de,0,legitimate,200,199486
http://www.red-stoneses.com,1,phishing,405,122629
http://www.scope-sci.org,1,phishing,200,4332
http://www.wardia.com.pe,1,phishing,200,75105
https://www.epner.com,0,legitimate,200,62772
https://organisasi.bulungan.go.id/public/z0klon774fiuq8rklhkvwc11ou4mghlk,1,phishing,200,222862
https://www.economicpolicyjournal.com,0,legitimate,200,150194
http://www.wp-content.infamylists.com,1,phishing,403,123018
https://www.nations-software.info,0,legitimate,200,74817
http://www.independencebus.com,1,phishing,200,100643
http://www.pandemidestekyardimial.ezyro.com,1,phishing,200,210277
https://www.turnkeylinux.org,0,legitimate,200,145407
https://reurl.cc/xgmxr1,1,phishing,200,90927
http://www.mtoi.org,1,phishing,200,153451
https://www.funiceland.is,0,legitimate,200,123379
https://www.nomadsculpt.com,0,legitimate,200,58363
https://www.mennonitemission.net,0,legitimate,200,65784
https://www.moccaphoto.com.br,0,legitimate,200,155949
http://bancainternetprovincia.atsnx.com/,1,phishing,200,66626
https://onlinequranteaching.com/public/771cxc85w8hwuva38tt4kznf6e6bkfug,1,phishing,405,122385
http://www.lindaheart.com,1,phishing,200,143925
http://www.kaizen.sh,1,phishing,405,158468
https://www.covenantlx.com,0,legitimate,200,227940
http://www.experiencenano.com,1,phishing,200,206302
https://www.sei.org,0,legitimate,403,114076
https://www.algerie-eco.com,0,legitimate,200,127526
https://www.churchofengland.org.gg,0,legitimate,403,165385
https://www.tourismbreakingnews.com,0,legitimate,200,224623
https://www.newzealandmerinoandfabrics.com,0,legitimate,200,95416
https://www.divein.com,0,legitimate,403,222690
http://att-successfuy-login-registered.yolasite.com/,1,phishing,403,165685
https://www.whatsong.org,0,legitimate,200,108606
http://www.eclectionnesse.blogspot.com,1,phishing,200,176203
https://www.theplacetobrace.com,0,legitimate,200,90294
http://www.jcb24dc4a776975b4dc2013f74032109ab.ws,1,phishing,200,162995
http://www.thingsnewandused.com,1,phishing,405,125686
http://www.proxite.net,1,phishing,405,78207
https://www.mmslists.com,0,legitimate,200,56520
http://o5vvbn.webwave.dev/,1,phishing,200,6792
https://storageapi.fleek.co/6569fd8f-87e5-462c-8fda-878c9c8f6682-bucket/mmi/index(2).html,1,phishing,403,105483
https://qhj39hfxqftr.clickfunnels.com/optin1640121734846,1,phishing,200,111666
https://tribelio.page/checkpoint00119274,1,phishing,200,157736
https://www.novasilver.co.uk,0,legitimate,200,199934
https://www.wreac.org,0,legitimate,200,12723
https://www.kosmorama.org,0,legitimate,200,151999
http://114.55.101.133:8080/alk.php,1,phishing,200,196479
https://www.lukejerram.com,0,legitimate,200,93379
http://www.proxite.de,1,phishing,405,221787
http://www.zagbit.com,1,phishing,200,136837
https://www.sibt.nsw.edu.au,0,legitimate,200,158132
https://www.wonderwoollies.com,0,legitimate,200,97815
https://ayreservation.com/0/,1,phishing,403,24487
https://www.princewilliamtimes.com,0,legitimate,200,10486
https://servertechnicalnoticeimmestae-reconecting.pages.dev/cerautheticate,1,phishing,200,122121
http://www.4up4.com,1,phishing,200,221510
http://www.froling.bee.pl,1,phishing,403,127161
https://www.digitalengineering247.com,0,legitimate,200,78693
https://www.quantum.com,0,legitimate,200,141461
http://www.myetherwallet.com,1,phishing,403,131008
https://www.hyper-v.io,0,legitimate,200,40157
https://www.dansendeberen.be,0,legitimate,200,32318
https://www.theuolo.com,0,legitimate,200,134294
http://www.privatizehealthinsurance.net,1,phishing,200,193221
https://www.jeremyscottfitness.com,0,legitimate,200,77446
https://www.woodbrooke.org.uk,0,legitimate,200,189959
https://www.clananalogue.org,0,legitimate,200,199412
https://www.micheledawsonphotography.com,0,legitimate,200,12865
https://www.oecdbetterlifeindex.org,0,legitimate,403,217273
https://www.alanpatten.com,0,legitimate,200,149165
https://storageapi.fleek.co/9b709b6e-5d83-47af-829c-1aa727249db8-bucket/yt/adobe.html,1,phishing,403,81316
https://www.gripboard.com,0,legitimate,403,180650
https://www.tourismegard.com,0,legitimate,200,50407
http://www.byewall.com,1,phishing,200,63839
https://www.tataconsumer.com,0,legitimate,200,158574
http://www.lhc.vg,1,phishing,403,101875
https://www.mommya-z.com,0,legitimate,200,129570
http://www.isecure.com,1,phishing,200,175086
https://www.lulea.se,0,legitimate,200,179131
https://www.abqjournal.com,0,legitimate,200,207860
http://www.zxoexbgy.net,1,phishing,200,84960
https://aiblogger.in/newweb/adobe21/adobe/,1,phishing,405,129373
https://storageapi.fleek.co/1ab8f448-3206-48e9-9de6-79e12f8686d5-bucket/o/adobe.html,1,phishing,403,123857
http://www.parkinsons.co.in,1,phishing,200,93081
https://thesudfactory.com/beon/client/index_pc.php,1,phishing,405,220900
http://www.winmediaplayer.com,1,phishing,204,23201
https://www.ambtechonline.com,1,phishing,405,7781
https://reikreitel.blogspot.com/?m=0,1,phishing,200,229186
https://www.carmencitab.com,0,legitimate,200,53136
http://www.islamiyaat.com,1,phishing,405,44351
http://www.incognito.today,1,phishing,403,120418
https://www.theundershop.cc/0532311.ftw/hs2.html#mtanaka@kohyo.nl,1,phishing,403,140459
https://www.waynekoestenbaum.com,0,legitimate,200,140245
http://www.nuttlefiberart.com,1,phishing,200,196839
http://www.megatrussglobal.co.id,1,phishing,200,175135
https://speitssc.org/assets/dashboard/img/events/index.html,1,phishing,200,111633
http://www.paranteztanitim.com,1,phishing,403,7467
https://www.editions-du-patrimoine.fr,0,legitimate,200,185198
https://www.airsign.com,0,legitimate,200,184842
https://www.7generationgames.com,0,legitimate,200,103926
https://www.leifshop.com,0,legitimate,200,136593
https://www.evanislam.com,0,legitimate,200,72448
http://www.mindhak.com,1,phishing,405,216551
https://www.jeanninekellogg.com,0,legitimate,200,100493
http://www.pandemicovid19destek.freecluster.eu,1,phishing,200,47146
http://www.moderndatingcoach.com,1,phishing,200,202730
https://www.tyz.kharkov.ua,0,legitimate,200,33954
https://mtt8-asdf31.firebaseapp.com/,1,phishing,200,222616
http://uph0ldlgin.mystrikingly.com/,1,phishing,202,235418
https://www.encurtador.dev/redirecionamento/1ge44,1,phishing,200,73881
https://www.udhr.audio,0,legitimate,200,18633
https://www.autocar.jp,0,legitimate,200,131767
http://www.ms78.online,1,phishing,200,36821
https://www.farmalisto.com.co,0,legitimate,403,218728
http://www.litter.net,1,phishing,405,52192
http://www.upisout.com,1,phishing,405,220354
https://www.ballyroanparish.ie,0,legitimate,200,2999
https://www.hpkristensen.dk,0,legitimate,200,14237
https://www.turismoviajar.com,0,legitimate,200,80180
http://www.rface.com,1,phishing,405,18335
https://www.myindoairlines.com,0,legitimate,200,48583
http://www.oppg.welco.live,1,phishing,200,32246
http://www.dlytw.com,1,phishing,403,192571
http://www.vctw.fbcode.co,1,phishing,200,141882
http://urbanpartner.pt/gestao/pages/pagina/,1,phishing,403,155177
https://www.campluscollege.it,0,legitimate,200,69382
https://adminsupport-confirmpage1003445.start.page/,1,phishing,200,124224
https://storageapi.fleek.co/2ec9db52-41a4-4bb3-b073-3a67d64aab20-bucket/van2/index.html,1,phishing,403,71050
https://www.mlsforland.com,0,legitimate,200,233510
http://www.pbsoft.com,1,phishing,200,124515
http://www.homedns.org,1,phishing,200,85678
http://mirek.com.ua/pre/,1,phishing,200,193141
https://www.valize.com,0,legitimate,200,155980
https://www.rogue.com,0,legitimate,403,112136
https://www.saimm.co.za,0,legitimate,200,144070
https://mjaymu1heta1dgg.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html?*mtizndu2nzk4kmh0dhbzoi8vagfybw9uew11c2ljc2vydmljzs53zxryyw5zzmvylmnvbs9kb3dubg9hzhmvmjdhmtriyjaxmdhiodqxota4yzk0ymm4zguwnjywmteymdixmdqymja5ndywos81y2qyndkqkmvzkg==*,1,phishing,403,81822
https://www.woodengravers.co.uk,0,legitimate,405,54893
https://www.visitjewishitaly.it,0,legitimate,200,24699
http://www.download.ac,1,phishing,200,21905
https://www.fordsfarm.co.uk,0,legitimate,200,163814
http://www.88jjyy.com,1,phishing,200,43989
https://dmbelectricinc.com/,1,phishing,200,1120
https://dik.si/w9smu,1,phishing,403,40008
https://www.novavaros.com,0,legitimate,200,57802
https://www.vitala.be,0,legitimate,200,52459
http://www.insuranceservicesfl.com,1,phishing,200,125411
https://www.mobilemind.com.br,0,legitimate,200,200072
http://www.ywbgrcrupasdiqxknwgceatlnbvmezti.com,1,phishing,200,88317
https://www.jdavidjewelry.com,0,legitimate,200,208964
http://www.ndd.biz,1,phishing,200,202130
https://www.mudra.website,0,legitimate,200,88026
http://www.bahaius.info,1,phishing,200,7459
http://www.hbfnjd.cannca.shop,1,phishing,200,11855
http://www-breastcancerspecialistsla-com.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,1,phishing,403,160563
http://www.nnnw.fburl.fun,1,phishing,200,84365
https://www.ipadforums.net,0,legitimate,200,114655
https://www.smartworld3.com,0,legitimate,200,195393
https://www.countontgm.com,0,legitimate,200,35347
https://www.greenwichhouse.org,0,legitimate,200,18945
https://www.huttvalleynz.com,0,legitimate,200,97698
http://www.universalonline.com,1,phishing,405,214535
http://www.trianting.com,1,phishing,200,196248
https://www.foxieventures.com,0,legitimate,200,45072
http://www.gentlemanpig.com,1,phishing,405,145513
https://tinyurl.com/bpersmartnet,1,phishing,200,201823
http://www.ledger.report,1,phishing,200,178013
https://sites.google.com/view/construtoralopesfreitas,1,phishing,200,125755
https://www.rcsnm.org,0,legitimate,200,181441
http://www.clickance.com,1,phishing,405,197331
http://www.mingxinjj.com,1,phishing,403,90954
https://www.rickriordan.co.uk,0,legitimate,200,144069
https://storageapi.fleek.co/69f8692b-091b-4fcd-9d4a-69bfb2f81f0b-bucket/index.html#contacto@cert.uy,1,phishing,403,56455
https://www.visitcoventry.co.uk,0,legitimate,200,34953
https://www.dwu.edu,0,legitimate,200,32181
https://www.boutic-app.fr,0,legitimate,200,221291
https://ipfs.runfission.com/ipfs/bafybeidapv2ekgj6cpuqnerrcweurd2glbrifrsszlm47dyym5xbfnlg54//aremo.html,1,phishing,200,185793
http://www.drivecheckingcom.com,1,phishing,200,225540
https://www.oceancruisingclub.org,0,legitimate,200,94429
https://www.elle.cz,0,legitimate,200,120368
http://www.transferable-value.com,1,phishing,200,30688
http://www.xshellz.com,1,phishing,200,64938
http://www.sa-geek.com,1,phishing,405,9732
http://www.plet.dk,1,phishing,200,9350
https://www.esthercossiofotografia.es,0,legitimate,200,42832
http://www.lopana.com,1,phishing,405,84556
https://www.hevy.co.uk,0,legitimate,200,74626
https://tight-pine-be63.u84799i09929.workers.dev/,1,phishing,403,98545
http://areadocliente.paginas.store/,1,phishing,200,111608
https://www.mallsandoutlets.com,0,legitimate,200,230202
http://www.sbi.mx/page/41/786/invalid.php,1,phishing,200,32792
https://www.westfelicianahistory.org,0,legitimate,405,34795
https://chansonindia.in/inc/,1,phishing,405,116533
https://servicefbhelpmeta.firebaseapp.com/,1,phishing,200,229428
http://www.moodandmystery.com,1,phishing,403,23366
https://is.gd/bper-alert002,1,phishing,200,106890
https://www.zoomnews.es,0,legitimate,200,112663
https://rb.gy/m1yx0,1,phishing,403,133006
https://storageapi.fleek.co/81afb5cf-a9a6-46c4-b299-bbea059339bc-bucket/frfrfrfrfrfrf/beta7.html,1,phishing,403,80440
http://billowing-lake-c7e9.fk01kibl.workers.dev/,1,phishing,403,45439
https://www.pagodirecto.com,0,legitimate,200,41590
https://www.kraftojodhpur.com,0,legitimate,200,192388
http://www.windfarmdevelopments.co.nz,1,phishing,200,221958
https://www.dicomstandard.org,0,legitimate,200,27185
https://banco-nacional-4.jimdosite.com/,1,phishing,403,97949
https://www.kibbokift.org,0,legitimate,200,27896
https://www.cypressrun.com,0,legitimate,200,41847
https://bafybeiggzccwtuedcrqxjum7ebe4ftx53ukux6ilqbwlujivkt3p2uedzu.ipfs.w3s.link/xxys.html,1,phishing,403,141053
http://www.sunellddns.com,1,phishing,200,13858
https://www.chrisledoux.com,0,legitimate,200,3335
https://www.clearancepaving.co.uk,0,legitimate,200,22685
https://81kw81.myspreadshop.fr/,1,phishing,406,40835
https://www.velo101.com,0,legitimate,200,75636
http://www.caibi379.com,1,phishing,200,209830
http://www.privado.info,1,phishing,200,3976
https://www.catalinamuseum.org,0,legitimate,200,235016
https://www.kristinekathrynrusch.com,0,legitimate,200,24280
http://www.theandersonco.com,1,phishing,200,191058
http://www.unblockprox.com,1,phishing,405,114129
http://www.mgrmpinnacle.com,1,phishing,200,12070
https://isxykfokg84r.martincaldeyro.com/ywj1c2vaaw9ub3muy29t,1,phishing,200,100103
https://www.diocesetucson.org,0,legitimate,403,32926
https://www.joannemaryrawlings.com,0,legitimate,200,122867
https://www.webdmg.com,0,legitimate,200,28506
https://outlookcom253.yolasite.com/,1,phishing,403,147290
https://www.emart.my,0,legitimate,200,3669
https://www.bunnipunch.co.uk,0,legitimate,200,165214
https://www.ripopmusic.org,0,legitimate,200,96092
https://qrs.ly/qdeqh7k?mekicinasdfsd,1,phishing,403,198881
https://www.carinaedolce.com,0,legitimate,200,12174
https://www.iculture.nl,0,legitimate,200,7623
https://www.parkingpalmagnet.com,0,legitimate,200,100164
https://www.earthday.org,0,legitimate,200,21005
https://banco-bcr-5.jimdosite.com/,1,phishing,403,153200
https://www.findlaygalleries.com,0,legitimate,200,67001
http://www.myproxy.ca,1,phishing,200,136933
http://www.changepassword-hotmail.com,1,phishing,200,188085
https://fbcenter-case100510563211.firebaseapp.com/,1,phishing,200,55832
https://www.superstarcoverband.nl,0,legitimate,200,170202
https://www.mok.hr,0,legitimate,200,92180
https://www.nextpvr.com,0,legitimate,200,48138
http://www.mitraship.com,1,phishing,405,219502
https://www.silex.me,0,legitimate,200,121942
https://www.satoriacademynj.com,0,legitimate,403,30665
https://www.glue.work,0,legitimate,200,14533
https://tribelio.page/policiescommunity,1,phishing,200,235677
https://still-grass-0fb4.foxlowsob632.workers.dev/,1,phishing,403,227095
https://www.russianspaceweb.com,0,legitimate,200,91224
https://www.ff.vu.lt,0,legitimate,200,159420
https://www.britishcurling.org.uk,0,legitimate,200,132523
http://www.aise.org,1,phishing,200,141697
http://www.sundayframing.com,1,phishing,200,140123
https://www.kuwaitifreedom.org,0,legitimate,200,213170
http://www.ardenneweb.com,1,phishing,405,164980
https://www.soencouragement.org,0,legitimate,200,217063
http://www.mastiakele.xyz,1,phishing,200,211071
http://www.ujzuopinji.com,1,phishing,200,167924
https://www.dvddrive-in.com,0,legitimate,405,16785
http://www.work.jobsadvanced.com,1,phishing,403,85892
http://www.areawesome.net,1,phishing,405,212248
http://www.cncadventist.org,1,phishing,200,26131
http://www.mining711.com,1,phishing,204,185347
https://www.benthamscience.com,0,legitimate,200,147206
https://www.arqiva.com,0,legitimate,200,190684
https://www.japancandystore.com,0,legitimate,200,65859
https://myworkspaced58c7.myclickfunnels.com/suisspost,1,phishing,403,73357
https://ldp.page/support-canada-2023,1,phishing,401,29388
https://www.magazines.fr,0,legitimate,200,167614
https://www.mfsengineers.com,0,legitimate,200,173200
https://www.australiandesignreview.com,0,legitimate,403,193867
https://www.thegivingkeys.com,0,legitimate,200,220173
http://www.davids.club,1,phishing,200,150750
http://www.lnc7vvhztmjdfm221sdp76xnze5atz.burpcollaborator.net,1,phishing,200,19030
http://www.rj-l.com,1,phishing,403,164860
https://www.echigo-tokimeki.co.jp,0,legitimate,200,140265
https://www.startessa.com,0,legitimate,200,22563
https://www.fda.gov,0,legitimate,200,6409
http://www.carnice-transferts-aeroport.com.usrfiles.com/html/0e472f_4d9b2a88f72eb4191a8eb158b004ca1f.html,1,phishing,403,32075
https://www.meribindiya.com,0,legitimate,200,158781
https://demo2.cloudwp.dev/trial-wu5zwv5y/wp-content/plugins/d/ing.es/es/ing/,1,phishing,200,46861
http://www.scattube.info,1,phishing,200,149946
https://www.little10robot.com,0,legitimate,200,219640
https://www.statewidefood.com.au,0,legitimate,403,190384
https://privakunden-postbink.2ix.de/n/,1,phishing,403,60000
http://www.grueslayers.eu,1,phishing,200,225005
https://fancy-bread-79bd.u84799i09929.workers.dev/,1,phishing,403,131360
https://www.piping-designer.com,0,legitimate,200,230917
https://www.the33rdteam.com,0,legitimate,200,230198
https://plussaude.com.br/wp-admin/user/ad,1,phishing,401,135684
http://www.engineer-s.ru,1,phishing,200,5766
http://www.zachmayermusic.com,1,phishing,200,15570
https://www.deltamine.com,0,legitimate,200,193713
https://www.bluewud.com,0,legitimate,200,113082
http://www.goodfatco.com,1,phishing,200,36939
https://rubndlp.byuhgt.workers.dev/,1,phishing,403,124980
http://www.dlsc.af,1,phishing,200,113772
https://bobodoumentsoigne.web.app/,1,phishing,200,70280
https://www.bolton.ac.uk,0,legitimate,200,32395
http://www.cloud-direct.biz,1,phishing,200,184473
https://tra-srt09923.web.app/,1,phishing,200,155953
http://www.yao.cl,1,phishing,200,27607
https://www.histadrut.org.il,0,legitimate,200,70025
https://www.digibete.org,0,legitimate,200,171273
https://www.gadventures.com,0,legitimate,200,2815
http://www.loseyourip.com,1,phishing,200,215675
https://www.balfourbeatty.com,0,legitimate,200,55632
https://weathered-morning-1c67.nqj2q2rj8m3864.workers.dev/,1,phishing,403,138673
https://organisasi.bulungan.go.id/public/adg32zeh4cho06eohhysssjmkjs7mqrb,1,phishing,200,43666
http://www.asyadegirmen.com,1,phishing,200,205960
http://www.community.monerise.com,1,phishing,403,89445
https://www.istinye.edu.tr,0,legitimate,200,139922
http://www.oakcourtpress.com,1,phishing,200,79473
https://case-1000056435788567.start.page/,1,phishing,200,232721
https://www.edintattoo.co.uk,0,legitimate,200,170257
https://www.kikagoods.com,0,legitimate,200,226937
https://www.nwb.org,0,legitimate,200,20802
https://www.schoettger.com,0,legitimate,200,52167
https://www.tftofky.com,0,legitimate,200,7538
https://www.amarewear.com,0,legitimate,200,55423
https://trackid-za2702.firebaseapp.com/,1,phishing,200,20718
https://www.thefoxdenchworth.co.uk,0,legitimate,200,198239
https://domappcheckomeg22.firebaseapp.com/,1,phishing,200,138289
https://www.nrma.com.au,0,legitimate,403,154206
http://www.ats-tx.com,1,phishing,200,107720
https://www.oemsecrets.com,0,legitimate,200,139785
https://www.morganchaney.com,0,legitimate,200,43359
https://www.ehc.edu,0,legitimate,200,142229
https://storageapi.fleek.co/70b44a7f-c59b-4154-93ab-a87310e4b9ea-bucket/kendrick/index.html,1,phishing,403,182377
https://noisy-voice-1030.rkmvad.workers.dev/,1,phishing,403,157502
https://www.russia-travel.ws,0,legitimate,200,30542
http://www.krisbel.com,1,phishing,405,140162
http://www.ydm.fbcode.co,1,phishing,200,232659
https://www.athleticpropulsionlabs.com,0,legitimate,200,88769
http://www.benchpressadvantage.com,1,phishing,200,48955
https://promouleht.firebaseapp.com/,1,phishing,200,173016
http://www.profconveer.ru,1,phishing,200,15466
http://www.passports.ie,1,phishing,200,25427
http://amidabuli.com/,1,phishing,200,169948
http://www.unitedhardwood.com,1,phishing,403,32238
https://www.labattigia.it,0,legitimate,200,73612
https://www.simpleminds.com,0,legitimate,200,81522
https://www.deutsches-polen-institut.de,0,legitimate,200,60507
https://www.latinsonghall.com,0,legitimate,200,194843
http://www.onedrive-sharedfile.com,1,phishing,200,165058
http://www.clickrapidoonline.com,1,phishing,200,59772
https://www.naturalcreationsonline.com,0,legitimate,200,119886
http://www.strand-und-hund.de,1,phishing,200,48746
https://wpguys.com.au/wp-content/themes/twentytwentythree/styles/de/de/,1,phishing,200,193030
https://www.dayofrepentance1.org,0,legitimate,200,155081
http://www.suatusta.com,1,phishing,200,162747
https://www.toronews.net,0,legitimate,200,50910
https://www.tourbytransit.com,0,legitimate,200,180290
https://www.howsnoop.com,0,legitimate,200,103805
https://www.realgeeks.com,0,legitimate,200,174286
https://www.100daysofgrowth.com,0,legitimate,200,150400
http://www.extremebolt.com,1,phishing,200,158760
http://www.lightweb.eu,1,phishing,200,217010
https://www.forgani.com,0,legitimate,200,110961
https://www.crewlist.org.uk,0,legitimate,200,45402
https://www.theydons.com,0,legitimate,200,88500
