url,ground_truth,ground_truth_class,phiusiil_index,error_type,error_message,elapsed_sec
http://pageescovery11292022.rf.gd/,1,phishing,129655,timeout,Exceeded 90s,90.004
https://www.nssoud.cz,0,legitimate,200178,timeout,Exceeded 90s,90.009
http://www.trianting.com,1,phishing,196248,timeout,Exceeded 90s,90.003
https://www.stylesimpler.com,0,legitimate,123177,timeout,Exceeded 90s,90.009
http://www.radiosdepanama.net,1,phishing,10783,timeout,Exceeded 90s,90.01
http://www.timbo.noip.biz,1,phishing,28665,timeout,Exceeded 90s,90.01
https://www.granger.com,0,legitimate,150507,timeout,Exceeded 90s,90.012
http://www.sales-offices.com,1,phishing,128289,timeout,Exceeded 90s,90.008
https://www.nouvelles-du-monde.com,0,legitimate,73439,timeout,Exceeded 90s,90.009
https://www.judiciaryreport.com,0,legitimate,3324,timeout,Exceeded 90s,90.007
https://www.waterfordvikingmarathon.com,0,legitimate,66409,timeout,Exceeded 90s,90.003
https://www.educommons.com,0,legitimate,150832,timeout,Exceeded 90s,90.009
https://www.handisport.org,0,legitimate,32513,timeout,Exceeded 90s,90.009
https://www.duesseldorfer-anzeiger.de,0,legitimate,61089,timeout,Exceeded 90s,90.008
https://v.ht/xonp?confirmation_facebook_report,1,phishing,25959,timeout,Exceeded 90s,90.004
https://www.912337.com,1,phishing,117821,timeout,Exceeded 90s,90.003
http://www.merchasylum.net,1,phishing,165930,timeout,Exceeded 90s,90.01
https://orangefr92.yolasite.com/,1,phishing,150725,timeout,Exceeded 90s,90.01
https://www.dearrivarie.com,0,legitimate,201611,timeout,Exceeded 90s,90.012
https://www.mtgox.com,0,legitimate,122557,timeout,Exceeded 90s,90.005
http://www.ellgjtss.info,1,phishing,158106,timeout,Exceeded 90s,90.007
https://www.patbusch.co.za,0,legitimate,111846,timeout,Exceeded 90s,90.0
https://www.bridewants.ca,0,legitimate,68950,timeout,Exceeded 90s,90.006
https://www.meppublishers.com,0,legitimate,217720,timeout,Exceeded 90s,90.003
https://www.cheekymonkeystudio.co.uk,0,legitimate,185645,timeout,Exceeded 90s,90.016
https://www.openmoji.org,0,legitimate,198733,timeout,Exceeded 90s,90.01
https://sc.link/73398,1,phishing,161461,timeout,Exceeded 90s,90.006
https://www.yourhormones.com,0,legitimate,179224,timeout,Exceeded 90s,90.006
https://gospolum.firebaseapp.com/,1,phishing,118545,timeout,Exceeded 90s,90.003
https://outuuk.webcindario.com/,1,phishing,109775,timeout,Exceeded 90s,90.007
http://www.rkkdlaw.com,1,phishing,3494,timeout,Exceeded 90s,90.006
https://otech-bd.com/,1,phishing,228362,timeout,Exceeded 90s,90.001
https://www.asid.org,0,legitimate,49664,timeout,Exceeded 90s,90.013
http://www.hkmysan.com,1,phishing,195663,timeout,Exceeded 90s,90.007
https://www.wolframfoundation.org,0,legitimate,205536,timeout,Exceeded 90s,90.015
http://www.playfire.online,1,phishing,145106,timeout,Exceeded 90s,90.013
https://www.diendan.org,0,legitimate,63582,timeout,Exceeded 90s,90.005
http://www.oingee.pw,1,phishing,178505,timeout,Exceeded 90s,90.002
http://www.msmodule.net,1,phishing,25679,timeout,Exceeded 90s,90.005
http://www.amazcazzm-co-jp.amazzcocn.77271.top/,1,phishing,9758,timeout,Exceeded 90s,90.003
https://www.cab.gov.ph,0,legitimate,21026,timeout,Exceeded 90s,90.012
http://www.lookasjames.000space.com,1,phishing,12670,timeout,Exceeded 90s,90.009
https://loginscreen.boxmode.io/,1,phishing,106045,timeout,Exceeded 90s,90.003
https://www.steveherlihyphotography.com,0,legitimate,51433,timeout,Exceeded 90s,90.013
https://www.papercall.io,0,legitimate,121365,timeout,Exceeded 90s,90.009
https://www.tempo.velingrad.com,0,legitimate,121676,timeout,Exceeded 90s,90.006
https://www.aspenideas.org,0,legitimate,132934,timeout,Exceeded 90s,90.005
http://www.veeok.com,1,phishing,7908,timeout,Exceeded 90s,90.0
https://www.valmaxtrading.com/wp-admin,1,phishing,160513,timeout,Exceeded 90s,90.006
http://www.ukrainecenter.yolasite.com,1,phishing,118779,timeout,Exceeded 90s,90.015
http://www.infos.st,1,phishing,9284,timeout,Exceeded 90s,90.002
https://gateway.pinata.cloud/ipfs/bafybeicelq62eyiaaf2tbn4sq4dze2os3tn7xfw4t4xrxp2bicknrwwv2e/intelresu_onedrive630.html,1,phishing,49538,timeout,Exceeded 90s,90.014
https://www.rupertport.com,0,legitimate,68130,timeout,Exceeded 90s,90.011
https://www.13hairsalon.com,0,legitimate,26546,timeout,Exceeded 90s,90.011
http://www.taketodjnfnei898.ueuo.com,1,phishing,83869,timeout,Exceeded 90s,90.005
http://www.capodannoinversilia.com,1,phishing,43710,timeout,Exceeded 90s,90.014
https://www.aerisweather.com,0,legitimate,172456,timeout,Exceeded 90s,90.012
https://www.pdc.tv,0,legitimate,176804,timeout,Exceeded 90s,90.003
https://busisnisreporteds.start.page/,1,phishing,206493,timeout,Exceeded 90s,90.012
http://www.dynserv.net,1,phishing,38150,timeout,Exceeded 90s,90.015
http://www.ipbuzz.net,1,phishing,69532,timeout,Exceeded 90s,90.011
https://www.nfrs.org,0,legitimate,209313,timeout,Exceeded 90s,90.009
https://4validarbhdleon49do.jimdosite.com/,1,phishing,155886,timeout,Exceeded 90s,90.008
https://www.vanburencounty.iowa.gov,0,legitimate,88903,timeout,Exceeded 90s,90.005
https://www.korpscommandotroepen.nl,0,legitimate,40618,timeout,Exceeded 90s,90.001
http://www.designer.welco.live,1,phishing,208614,timeout,Exceeded 90s,90.012
http://www.selberherrlab.com,1,phishing,135813,timeout,Exceeded 90s,90.011
https://gateway.pinata.cloud/ipfs/bafybeia3zog5jsog6dtfi236ekssvywatgeg6logudrwbt2ll6boim3zqa/kinmhaoo@!265,1,phishing,218771,timeout,Exceeded 90s,90.015
http://www.kidala.info,1,phishing,161256,timeout,Exceeded 90s,90.015
https://megyar-post.web.app/,1,phishing,207421,timeout,Exceeded 90s,90.015
https://www.uniortepidshowroom.ro,0,legitimate,70641,timeout,Exceeded 90s,90.005
https://www.eparhija.me,0,legitimate,63316,timeout,Exceeded 90s,90.008
https://www.21st.com,0,legitimate,130962,timeout,Exceeded 90s,90.007
http://www.pricecutautosales.com,1,phishing,222604,timeout,Exceeded 90s,90.005
http://www.bgl.ink,1,phishing,182532,timeout,Exceeded 90s,90.013
https://www.arqiva.com,0,legitimate,190684,timeout,Exceeded 90s,90.004
https://www.stockholmshem.se,0,legitimate,106671,timeout,Exceeded 90s,90.01
http://www.pieupdate.online,1,phishing,78557,timeout,Exceeded 90s,90.001
http://www.consultantdeck.com/lg/6fafd271753719944c85eccb8515666fafd6fafd2717537199427db76fafd271753719944c85eccb8515666fafd27175371994c85eccb8515666fafd27b101b1ea/c/3624b6414/signin.php,1,phishing,51920,timeout,Exceeded 90s,90.004
https://www.swisseduc.ch,0,legitimate,204137,timeout,Exceeded 90s,90.009
https://www.goleader.com,0,legitimate,48902,timeout,Exceeded 90s,90.009
https://metafb-iacdqc5.firebaseapp.com/,1,phishing,231708,timeout,Exceeded 90s,90.003
https://www.cis.lmu.de,0,legitimate,710,timeout,Exceeded 90s,90.015
https://www.nebeska.eu,0,legitimate,153476,timeout,Exceeded 90s,90.01
https://storageapi.fleek.co/8f2fa405-3ce4-4605-8deb-082636751e2b-bucket/webhost5/index.html,1,phishing,75685,timeout,Exceeded 90s,90.012
http://www.serveblog.net,1,phishing,158065,timeout,Exceeded 90s,90.002
https://www.bluetimecollaborative.com,0,legitimate,142129,timeout,Exceeded 90s,90.013
https://www.sovsekretno.ru,0,legitimate,176938,timeout,Exceeded 90s,90.0
https://www.roadsafetysupport.co.uk,0,legitimate,182624,timeout,Exceeded 90s,90.013
https://www.johntwelvehawks.com,0,legitimate,82338,timeout,Exceeded 90s,90.013
http://www.phasdesign.com,1,phishing,175994,timeout,Exceeded 90s,90.015
http://www.win10-ms.c1.biz,1,phishing,78870,timeout,Exceeded 90s,90.006
https://www.futuremarketinsights.com,0,legitimate,217920,timeout,Exceeded 90s,90.009
http://www.ru.gp,1,phishing,33727,timeout,Exceeded 90s,90.012
https://storageapi.fleek.co/8388ea6f-a492-4c32-89d4-36c6296384bc-bucket/seb/index(1).html,1,phishing,189135,timeout,Exceeded 90s,90.013
https://www.sakuramobile.jp,0,legitimate,21899,timeout,Exceeded 90s,90.013
https://www.stampedconcrete.org,0,legitimate,55896,timeout,Exceeded 90s,90.009
http://www.olmarc.com,1,phishing,107219,timeout,Exceeded 90s,90.002
http://www.incor.xyz,1,phishing,8687,timeout,Exceeded 90s,90.007
http://www.onlinebuygold.com,1,phishing,108517,timeout,Exceeded 90s,90.002
http://www.yfeu.fburl.fun,1,phishing,96138,timeout,Exceeded 90s,90.013
https://www.getthedata.com,0,legitimate,160799,timeout,Exceeded 90s,90.012
http://sacwebappitau.webcindario.com/,1,phishing,24323,timeout,Exceeded 90s,90.014
http://www.hbhybw888.com,1,phishing,121629,timeout,Exceeded 90s,90.004
https://www.lamb-of-god.com,0,legitimate,137623,timeout,Exceeded 90s,90.014
https://storageapi.fleek.one/5d7f4aaf-7095-461a-85d5-4c61075e81c5-bucket/owainshadrtfyuijoiuytfdrsewszxdcfgvbhjnmkmjhgfdrftgyuhjiuyhtrfd2/index.html,1,phishing,39536,timeout,Exceeded 90s,90.01
https://storageapi.fleek.co/9f8d1f4a-5e8d-4843-bf30-4886d4379c42-bucket/aduconfig.html,1,phishing,114990,timeout,Exceeded 90s,90.004
http://www.duckzone.kilu.de,1,phishing,9357,timeout,Exceeded 90s,90.005
https://www.thewonderforest.com,0,legitimate,62899,timeout,Exceeded 90s,90.001
http://www.x10hosting.com,1,phishing,219517,timeout,Exceeded 90s,90.012
https://www.beautiful-landscape.com,0,legitimate,50477,timeout,Exceeded 90s,90.01
https://www.oakislandmoneypit.com,0,legitimate,177417,timeout,Exceeded 90s,90.006
https://www.medievalsoldier.org,0,legitimate,100940,timeout,Exceeded 90s,90.015
http://www.alphabrainbalancing.com,1,phishing,176080,timeout,Exceeded 90s,90.007
http://www.progsupdate.com,1,phishing,155541,timeout,Exceeded 90s,90.006
http://www.universalamity.org,1,phishing,18717,timeout,Exceeded 90s,90.005
https://www.aliedwards.com,0,legitimate,214483,timeout,Exceeded 90s,90.014
https://www.travel-culture.com,0,legitimate,109624,timeout,Exceeded 90s,90.002
https://s3.amazonaws.com/appforest_uf/f1675974618448x596179310737757600/4190.html?email,1,phishing,112852,timeout,Exceeded 90s,90.004
http://www.fast-cargo.com,1,phishing,57605,timeout,Exceeded 90s,90.01
https://21-040-0-93-58gt-37gty-085ghf-38rvgb-38.obs.ap-southeast-3.myhuaweicloud.com/0cv-w9rbvp-qwdibcv8gw-8piergvf0-qe9gfqqq.html?awsaccesskeyid=fkayampi33fuqax8fbag&amp;expires=1682085395&amp;signature=pi4f8f2tgv24urhm8tilzzfyvbe%3d#webmaster@cuni.cz,1,phishing,184886,timeout,Exceeded 90s,90.006
https://retagal36saraz.start.page/,1,phishing,43962,timeout,Exceeded 90s,90.001
https://www.cv.edu,0,legitimate,52570,timeout,Exceeded 90s,90.0
https://www.visual-home.es,0,legitimate,302,timeout,Exceeded 90s,90.012
https://www.koms.se,0,legitimate,79563,timeout,Exceeded 90s,90.011
https://www.masa-hr.org,0,legitimate,176077,timeout,Exceeded 90s,90.013
http://www.blacksmithbooks.com,1,phishing,36733,timeout,Exceeded 90s,90.013
http://www.identifier-service-verify.site,1,phishing,80638,timeout,Exceeded 90s,90.002
http://www.nanshou.fburl.fun,1,phishing,74911,timeout,Exceeded 90s,90.015
https://www.mainpost.de,0,legitimate,68741,timeout,Exceeded 90s,90.005
http://nvidia1651665403.zendesk.com/,1,phishing,178490,timeout,Exceeded 90s,90.013
https://bellsouth-onlineverification0.yolasite.com/,1,phishing,26827,timeout,Exceeded 90s,90.002
https://www.nesodden.kommune.no,0,legitimate,88516,timeout,Exceeded 90s,90.006
https://www.electricitylocal.com,0,legitimate,98851,timeout,Exceeded 90s,90.0
https://www.independentauthornetwork.com,0,legitimate,165175,timeout,Exceeded 90s,90.014
https://qontomsg04.firebaseapp.com/,1,phishing,179771,timeout,Exceeded 90s,90.006
https://www.worldairlineawards.com,0,legitimate,136881,timeout,Exceeded 90s,90.015
https://www.caninecountryclubaz.com,0,legitimate,188698,timeout,Exceeded 90s,90.008
https://www.tus.ac.jp,0,legitimate,53555,timeout,Exceeded 90s,90.015
http://www.coaazbs.net,1,phishing,60400,timeout,Exceeded 90s,90.004
https://www.filmincolorado.com,0,legitimate,144754,timeout,Exceeded 90s,90.009
https://www.asiawaves.net,0,legitimate,176299,timeout,Exceeded 90s,90.006
https://www.whitedogbikes.com,0,legitimate,158046,timeout,Exceeded 90s,90.002
https://www.theundershop.cc/0532311.ftw/hs2.html#mtanaka@kohyo.nl,1,phishing,140459,timeout,Exceeded 90s,90.014
https://www.povray.org,0,legitimate,105681,timeout,Exceeded 90s,90.009
https://tribelio.page/ytrytryeyeyt65345rtsgshjv,1,phishing,185730,timeout,Exceeded 90s,90.004
http://www.my-rigs.com,1,phishing,125184,timeout,Exceeded 90s,90.005
https://www.instockfasteners.com,0,legitimate,164516,timeout,Exceeded 90s,90.015
http://www.mymathlabhomework.com,1,phishing,70770,timeout,Exceeded 90s,90.013
https://www.capmetro.org,0,legitimate,194728,timeout,Exceeded 90s,90.01
https://www.yagiz.com.au/wp/step1.html,1,phishing,226308,timeout,Exceeded 90s,90.0
https://office-shared.idoc.workers.dev/,1,phishing,158023,timeout,Exceeded 90s,90.01
https://pub-ee886af358e64578916173d597154d3e.r2.dev/allen.html,1,phishing,195738,timeout,Exceeded 90s,90.007
https://www.sbk.org,0,legitimate,74758,timeout,Exceeded 90s,90.011
https://www.andhrauniversity.edu.in,0,legitimate,180945,timeout,Exceeded 90s,90.015
https://www.webdmg.com,0,legitimate,28506,timeout,Exceeded 90s,90.009
https://www.realchangenews.org,0,legitimate,171356,timeout,Exceeded 90s,90.007
https://www.comunicazionevirale.it,0,legitimate,128011,timeout,Exceeded 90s,90.001
https://www.armstrongceilings.com,0,legitimate,68361,timeout,Exceeded 90s,90.012
https://www.byzcath.org,0,legitimate,191070,timeout,Exceeded 90s,90.001
http://uph0ldlgin.mystrikingly.com/,1,phishing,235418,timeout,Exceeded 90s,90.005
http://www.tpbproxyone.org,1,phishing,141233,timeout,Exceeded 90s,90.007
http://www.s443.com,1,phishing,26481,timeout,Exceeded 90s,90.002
https://s.id/verificabancodesio,1,phishing,93290,timeout,Exceeded 90s,90.007
http://www.ws009.hemnes.win,1,phishing,183712,timeout,Exceeded 90s,90.008
https://www.higheredtoday.org,0,legitimate,28862,timeout,Exceeded 90s,90.007
https://www.agendia.co,0,legitimate,56392,timeout,Exceeded 90s,90.01
https://storageapi.fleek.co/008009aa-0c78-42dc-a70d-c23181f54038-bucket/validatesession21/index.html,1,phishing,54000,timeout,Exceeded 90s,90.001
https://www.spc.int,0,legitimate,67137,timeout,Exceeded 90s,90.015
https://t.ly/cw5yj3rivers/verifyto,1,phishing,91986,timeout,Exceeded 90s,90.01
https://ipfs.litnet.work/ipfs/bafybeicgdixfpwj4qebnisccqk3n424xj5logesxktswzli32ujfj6ydjy,1,phishing,47721,timeout,Exceeded 90s,90.005
https://domappcheckomeg29.web.app/,1,phishing,217966,timeout,Exceeded 90s,90.007
https://www.frontalot.com,0,legitimate,129803,timeout,Exceeded 90s,90.0
http://www.atomythai.com,1,phishing,99793,timeout,Exceeded 90s,90.001
https://www.arkoselabs.com,0,legitimate,42004,timeout,Exceeded 90s,90.015
http://www.cover-home-page.site,1,phishing,149292,timeout,Exceeded 90s,90.005
https://service654.godaddysites.com/,1,phishing,149160,timeout,Exceeded 90s,90.004
https://organisasi.bulungan.go.id/public/5izrjsmjanwxdtm67rsun3tlpkdvcp0t,1,phishing,146789,timeout,Exceeded 90s,90.005
http://www.123xxbb.com,1,phishing,53931,timeout,Exceeded 90s,90.006
https://www.wmht.org,0,legitimate,119692,timeout,Exceeded 90s,90.003
http://www.longwoodlife.com,1,phishing,91379,timeout,Exceeded 90s,90.015
https://www.learngaelic.net,0,legitimate,215954,timeout,Exceeded 90s,90.012
https://www.versoflor.de,1,phishing,45505,timeout,Exceeded 90s,90.0
http://www.wiki.lc,1,phishing,12835,timeout,Exceeded 90s,90.0
https://www.tomslatin.com,0,legitimate,79129,timeout,Exceeded 90s,90.002
https://s.id/1g51e,1,phishing,234024,timeout,Exceeded 90s,90.009
http://www.z96774t7.beget.tech,1,phishing,157378,timeout,Exceeded 90s,90.009
https://www.csjo.org,0,legitimate,189258,timeout,Exceeded 90s,90.014
http://www.thexanhmy.com,1,phishing,30356,timeout,Exceeded 90s,90.013
https://www.eatsleepliveherefordshire.co.uk,0,legitimate,109797,timeout,Exceeded 90s,90.015
http://www.smelecpro.com,1,phishing,90605,timeout,Exceeded 90s,90.015
https://www.ambtechonline.com,1,phishing,7781,timeout,Exceeded 90s,90.004
https://chasebnkonline.firebaseapp.com/,1,phishing,159774,timeout,Exceeded 90s,90.008
https://www.tiestolive.fr,0,legitimate,102251,timeout,Exceeded 90s,90.015
https://www.makelinux.net,0,legitimate,89426,timeout,Exceeded 90s,90.011
http://www.xyi876.com,1,phishing,68671,timeout,Exceeded 90s,90.013
https://www.batikamarillis-shop.com,0,legitimate,131741,timeout,Exceeded 90s,90.008
https://gateway.pinata.cloud/ipfs/bafybeidszm5hjkodoz44tw2fpdiaomoanrtpcqwf6ym236mjsxvop75paa//ddoonncn.html,1,phishing,88657,timeout,Exceeded 90s,90.005
http://www.arcadebouwconsult.com,1,phishing,97501,timeout,Exceeded 90s,90.002
http://www.fjtlephare.fr,1,phishing,227686,timeout,Exceeded 90s,90.003
http://houseofshiatsu.com/wp-admin/includes/pos/colis/post/verification,1,phishing,140499,timeout,Exceeded 90s,90.007
http://www.s2.play1.videos.videos.vidto.me,1,phishing,105202,timeout,Exceeded 90s,90.009
http://www.wisconsinmicrogreens.com,1,phishing,2981,timeout,Exceeded 90s,90.008
http://www.123kbkb.com,1,phishing,168505,timeout,Exceeded 90s,90.015
https://www.tescilli.com,1,phishing,41109,timeout,Exceeded 90s,90.008
https://lpdeymonblackfr.firebaseapp.com/,1,phishing,14569,timeout,Exceeded 90s,90.007
https://www.gimsblog.com,1,phishing,170596,timeout,Exceeded 90s,90.004
http://www.22y.cc,1,phishing,172650,timeout,Exceeded 90s,90.0
https://www.wpackagist.org,0,legitimate,189439,timeout,Exceeded 90s,90.001
https://www.amandlapublishers.co.za,0,legitimate,206336,timeout,Exceeded 90s,90.0
https://www.logisticsinsider.in,0,legitimate,64983,timeout,Exceeded 90s,90.011
http://www.skillsme.school,1,phishing,195764,timeout,Exceeded 90s,90.01
https://scr54-mttdx21.firebaseapp.com/,1,phishing,106969,timeout,Exceeded 90s,90.002
https://www.gmha.org,0,legitimate,166712,timeout,Exceeded 90s,90.001
https://www.artbypiyali.com,0,legitimate,8082,timeout,Exceeded 90s,90.016
http://www.chaton.live,1,phishing,179165,timeout,Exceeded 90s,90.006
https://www.ideracorp.com,0,legitimate,96545,timeout,Exceeded 90s,90.008
https://chanjcamsdri.web.app/,1,phishing,73348,timeout,Exceeded 90s,90.003
http://www.a.sg,1,phishing,221847,timeout,Exceeded 90s,90.015
https://www.wealthbox.com,0,legitimate,204876,timeout,Exceeded 90s,90.01
https://www.sgk.gov.tr,0,legitimate,196421,timeout,Exceeded 90s,90.002
https://09wefg-0e9htrg-09wj-0kcxwqcedjnfc0-dmkc-09cmjc.obs.ap-southeast-1.myhuaweicloud.com/5g09w3r-gkjwehjf-0kwqe0f-9ke0-fkj0-e9fj0-9e8fhj-0.htm?awsaccesskeyid=hdkbiw7pzxgbngsbb0lf&expires=1672260505&signature=ncatftluefqxgdbye0zwaaizxo4%3d,1,phishing,155448,timeout,Exceeded 90s,90.01
https://www.lovebeverlyhills.com,0,legitimate,184976,timeout,Exceeded 90s,90.011
https://www.city.nakano.nagano.jp,0,legitimate,50532,timeout,Exceeded 90s,90.008
http://www.travel-ag.com,1,phishing,49204,timeout,Exceeded 90s,90.004
https://www.thisweekinpinball.com,0,legitimate,8838,timeout,Exceeded 90s,90.004
http://5b0f6cb9-0485-4fc7-9775-eb74bb45bbf6.htmlcomponentservice.com/get_draft?id=5b0f6c_f517ab9feeccc2ff38640c21af682a18.html,1,phishing,175048,timeout,Exceeded 90s,90.008
http://www.theandersonco.com,1,phishing,191058,timeout,Exceeded 90s,90.014
https://www.meatingplace.com,0,legitimate,61694,timeout,Exceeded 90s,90.001
https://www.woodst.com,0,legitimate,17054,timeout,Exceeded 90s,90.0
https://case10005415641518.web.app/,1,phishing,165343,timeout,Exceeded 90s,90.013
https://www.dollarenergy.org,0,legitimate,123367,timeout,Exceeded 90s,90.012
https://www.mexicanwarstreets.org,0,legitimate,82385,timeout,Exceeded 90s,90.014
http://www.kinkeechow.shop.co,1,phishing,89149,timeout,Exceeded 90s,90.008
http://www.b7a3a060b75c7dcba9c1078d4ead51f0dc.ws,1,phishing,123,timeout,Exceeded 90s,90.003
https://www.waterefficientgardens.com,0,legitimate,79958,timeout,Exceeded 90s,90.001
https://quickmailmallerhahs83300303.boxmode.io/,1,phishing,186970,timeout,Exceeded 90s,90.009
http://banconacionaldecostaricainforma.iceiy.com,1,phishing,52472,timeout,Exceeded 90s,90.012
http://www.amazceom-co-jp.amazzeon.swcd.xyz/,1,phishing,187558,timeout,Exceeded 90s,90.008
https://www.education.gouv.fr/,1,phishing,36057,timeout,Exceeded 90s,90.006
http://crouchfamilymedicine.net/,1,phishing,229096,timeout,Exceeded 90s,90.011
https://online-acount-validat-e.on.fleek.co/valida-te#a@x.com,1,phishing,103485,timeout,Exceeded 90s,90.003
http://www.019863.pw,1,phishing,24852,timeout,Exceeded 90s,90.009
https://cutt.us/ggggeeenn,1,phishing,47581,timeout,Exceeded 90s,90.006
http://www.runhosting.com,1,phishing,39910,timeout,Exceeded 90s,90.009
https://www.cheese-burger.net,0,legitimate,66564,timeout,Exceeded 90s,90.014
https://www.transcab.com.sg,0,legitimate,188372,timeout,Exceeded 90s,90.001
https://www.prahladbubbar.com,0,legitimate,136192,timeout,Exceeded 90s,90.005
http://www.medianewsonline.com,1,phishing,234884,timeout,Exceeded 90s,90.007
