id,url,label,source,ground_truth
4832,https://www.moengage.com/blog/million-install-meetup-mumbai-aug-6-2016/,0,tranco,0
29916,https://speed-manga.net/the-dark-mages-return-to-enlistment-%e0%b8%95%e0%b8%ad%e0%b8%99%e0%b8%97%e0%b8%b5%e0%b9%88-61/,0,tranco,0
86502,https://flypdfua.firebaseapp.com/,1,phishtank,1
60044,https://1inch-eth.ipns.dweb.link/,1,phishtank,1
85097,https://t.co/9kCsbFLrTK?appnxsid=%80326384643240809270RLngAE19hUTdGTOYQprZ7sw19uD4Un42H1n9c74c8ZIM3QMghFN,1,phishtank,1
26847,https://www.ladybanana.co.uk/c/cumshot,0,tranco,0
9377,https://www2.telenet.be/nl/producten.html,0,tranco,0
4565,https://www.ojogodobicho.com/sonhosindice.htm,0,tranco,0
77363,https://britishtelecommunicationbill.w3spaces.com/,1,phishtank,1
89504,https://ipfs.best-practice.se/ipfs/QmTMmRGmaYLgk8MobqGz1QLsxyptRWUCGWqvvJWRUuQm2j,1,phishtank,1
62783,https://esdjhgfghj.weebly.com/,1,phishtank,1
64608,https://urlz.fr/tv8L,1,phishtank,1
53674,https://linkin.bio/yumika-sl/,1,phishtank,1
12592,https://www.curriculumassociates.com/blog/progress-over-mastery,0,tranco,0
28662,https://www.gazetasp.com.br/economia/,0,tranco,0
98847,http://ajazb.app.link/OneDrive-for-business,1,phishtank,1
91772,https://sites.google.com/view/xvhfefef/bt-business,1,phishtank,1
40577,https://www.nationwide.co.uk/credit-cards,0,tranco,0
67540,https://l.ead.me/bfVlDC,1,phishtank,1
78594,https://pub-1cb8e1f6a69943b083037a45878ef330.r2.dev/index.html,1,phishtank,1
37737,https://cloud.colocrossing.com/index.php?rp=/login,0,tranco,0
97182,http://accesoregalines23.filesusr.com/html/0a28ca_ae50d6c8d7aa302efc8d614f12ad5ff1.html?mzm2nzq5ma==,1,phishtank,1
11501,https://www.sanity.io/exchange/frameworks,0,tranco,0
63987,https://hm.ru/aaua1s,1,phishtank,1
58505,https://encryptionproton.weebly.com/,1,phishtank,1
68450,https://qrco.de/bfSg25,1,phishtank,1
33649,https://gbitt.info/cdn-cgi/l/email-protection#0d64636b624d6a6f6479792364636b62,0,tranco,0
99364,http://allstarpublicidad.com/firma/doc/processing.html,1,phishtank,1
89280,http://43.159.37.67/v3/signin/identifier?dsh=S-939328393%3A1680350431039174&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F%3F&amp%3Bifkv=AQMjQ7SYq0xKP_l_Nhc5pro7evBhOBB-g9wn1LG7nozgEkBVL5bXORiSqFuF2Es-PujnpAtMBENtiQ&amp%3Bpassive=1209600&amp%3Bxrealip=35.203.245.120&continue=https%3A%2F%2Faccounts.google.com%2F%3F&xrealip=34.198.46.118&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AQMjQ7R0gJWGcQENN5Coxo4zkq0cAYm3QV_aOwuqAmeX0huJicuKIwjWzZcak3erPGs_RZ3_fR-4,1,phishtank,1
59519,https://go.ly/vTiXb,1,phishtank,1
85627,https://confirmation-appeal.start.page/,1,phishtank,1
27894,https://kur.doviz.com/serbest-piyasa/euro,0,tranco,0
31062,https://tryfi.com/theapp,0,tranco,0
80751,https://sd5hup4yo5vj7p5g35l36m843brzhpj.pages.dev,1,phishtank,1
83497,https://umjihdtphxvfs.web.app/,1,phishtank,1
92119,http://092hw73hw82hs77aa76h822a3w7s3hsjs3w251718haha.pages.dev,1,phishtank,1
41508,https://www.actionnetwork.com/ncaab/bradley-braves-vs-belmont-bruins-predictions-picks-odds-college-basketball-thursday-january-1,0,tranco,0
30491,https://www.uw.edu.pl/sitemap.html,0,tranco,0
23866,https://os.mbed.com/mbed-os/,0,tranco,0
54997,https://ksh.bfm.mybluehost.me,1,phishtank,1
30325,https://psafebet2.com/,0,tranco,0
83607,https://telstra-106968.weeblysite.com/,1,phishtank,1
45132,https://app.com/sports/,0,tranco,0
24588,https://www.jovencitas.gratis/,0,tranco,0
13898,https://www.imperial.ac.uk/study/,0,tranco,0
51305,https://sp892506.sitebeat.crazydomains.com/,1,phishtank,1
31514,https://www.rmit.edu.au/online/careers,0,tranco,0
85952,http://unbouncepages.com/06d359d4-9054-4f2d-9e7b-e3b9326292b1/,1,phishtank,1
68487,https://qrco.de/bfShXx?userID=ioPb7Ibv,1,phishtank,1
31680,https://superwall.com,0,tranco,0
95769,http://67465.uqoumfayzbzzmuf8276.workers.dev,1,phishtank,1
59932,https://did.li/4Tvx5,1,phishtank,1
54823,https://expertise-immobiliere-toulouse.fr/d.html,1,phishtank,1
41772,https://seattle.gov/searchresults,0,tranco,0
92290,http://101.99.90.86/banks/Simplii/99d7b11b262f83c1106fe890bcd684ee,1,phishtank,1
21445,https://nmas.com.mx/buscador/,0,tranco,0
95535,http://5tgfhyjhjyhyjh4g3.blogspot.ae,1,phishtank,1
79401,https://pub-b0a15b2b0e5843158192848f3033a925.r2.dev/index.html,1,phishtank,1
50981,http://trz0r-cc35.jurgen-f56.workers.dev,1,phishtank,1
34060,https://overheid.nl/oproepingen-en-aankondigingen-tijdelijk-niet-beschikbaar,0,tranco,0
38492,https://moeking.me/2022/09/26/659/,0,tranco,0
91204,https://appeal-check.firebaseapp.com/,1,phishtank,1
32791,https://www.kw/en/registrars/current-registrars/,0,tranco,0
80185,https://agrofertilizer.wixsite.com/projeto-sustentavel,1,phishtank,1
46959,https://sheypoor.com/session/myChats,0,tranco,0
77525,https://frcccbg3.firebaseapp.com/,1,phishtank,1
27803,https://twword.com/category_5.html,0,tranco,0
69495,https://tr.ee/WksA_nrZJB,1,phishtank,1
15045,https://www.dji.com/global,0,tranco,0
56846,https://bafkreif5x4vwfig5gsewfa3nidsxop2jyhfni5s252ztazix4mb7j6hr4u.ipfs.dweb.link/,1,phishtank,1
61165,https://attupdatma.weebly.com/,1,phishtank,1
39192,https://www.goodmorningamerica.com/shop,0,tranco,0
8322,https://webgo.de/produkte/homepage-baukasten,0,tranco,0
58330,https://us9.campaign-archive.com/?u=34ce0cfbf37e24ee1aa2882ad&id=8e321b80a6,1,phishtank,1
76580,https://bit.ly/4d3rZYH,1,phishtank,1
10010,https://www.apnic.net/about-apnic/apnic-email-policy/,0,tranco,0
99995,http://ambiacuacorp.com.mx/tmp/login.php?cmd=login_submit&amp;id=4a4c3f39adcfd7f13e8abfca4cec1afa4a4c3f39adcfd7f13e8abfca4cec1afa&amp;session=4a4c3f39adcfd7f13e8abfca4cec1afa4a4c3f39adcfd7f13e8abfca4cec1afa,1,phishtank,1
76740,https://l.ead.me/bfDMUn,1,phishtank,1
55044,https://l.wl.co/l?u=https://qr-codes.io/yeNTOs,1,phishtank,1
18220,https://www.host-food.ru/service/,0,tranco,0
66584,https://l.ead.me/bfYfpu,1,phishtank,1
28488,https://www.mcmaster.ca/%posttype%/gallery-column-2/,0,tranco,0
21404,https://xcafe.com/latest-updates/,0,tranco,0
32806,https://www.alta.inc/es/alta-app,0,tranco,0
86267,https://sites.google.com/view/rural22amugxi4i,1,phishtank,1
68233,https://www.tibesti.net/,1,phishtank,1
88007,https://www.booking.mrityunjyatourism.com/,1,phishtank,1
15256,https://www.loggly.com/blog/nearly-real-time-indexing-and-search-of-log-data-with-solr/,0,tranco,0
25885,https://nyahentai.one/fanzine/re1423/,0,tranco,0
65368,https://flow.page/ggffgdgs,1,phishtank,1
7213,https://www.nasdaq.com/about/careers,0,tranco,0
93503,http://365365fa.com,1,phishtank,1
57958,https://bafkreibrz7tjnkc3yzfvysqp566f4w52x5ekasytji3eenocx4gsra3uk4.ipfs.dweb.link/,1,phishtank,1
57280,https://summitalarm.com/.6th/.7th/,1,phishtank,1
81664,http://fifelaw.co.uk,1,phishtank,1
78469,https://pub-21beea42d44e4f0e83b5336b9ac3900a.r2.dev/woosf.html,1,phishtank,1
21124,https://vlr.gg/events,0,tranco,0
79522,https://waldenuniversity356.ukit.me/,1,phishtank,1
89675,https://j03pw4n-n13h8w0z.start.page/,1,phishtank,1
408,https://copilot.cloud.microsoft/da-DK/prompts?ocid=copilot_akams_copilotlab,0,tranco,0
8892,https://www.google.com/intl/am/gmail/about/,0,tranco,0
52719,https://link-1762690952.allvaluelink.com/Mybtmil,1,phishtank,1
67035,https://p30e93am.forms.app/solicitudcreditocfa,1,phishtank,1
96466,http://91.205.175.207,1,phishtank,1
45341,http://onlinegdb.com/online_c++_debugger,0,tranco,0
41819,https://polaris-iot.com/catalog/iq_home_vacuum/,0,tranco,0
7681,https://www.foxbusiness.com/markets/gold-soars-66-record-year-experts-eye-ambitious-5000-per-ounce-target-2026,0,tranco,0
59795,https://app.jotform.com/251594554689575,1,phishtank,1
27648,https://go-vip.net/#our-product,0,tranco,0
39860,https://rarathemes.com/theme/feminine-wordpress-themes/,0,tranco,0
20208,https://www.fdj.fr/,0,tranco,0
27244,https://rongbachkim.net/?login&nav=dangnhap,0,tranco,0
59975,https://roundcube000.weebly.com/,1,phishtank,1
84660,https://datapage-hcucoopindex.firebaseapp.com/,1,phishtank,1
41766,https://inet.vn/,0,tranco,0
3556,https://videy.co/report,0,tranco,0
53810,https://us19.campaign-archive.com/?u=c9e379146feaf7096449ecafe&id=edd679418f,1,phishtank,1
27546,https://app.jalf.com/ct/registration/step1,0,tranco,0
2345,https://readthedocs.io/features/,0,tranco,0
73657,https://q-r.to/bfIm4m,1,phishtank,1
5866,https://metamask.io/earn,0,tranco,0
10593,https://activision.com/company/locations,0,tranco,0
12105,https://it.uw.edu/?utm_source=quicklinks&utm_medium=click&utm_campaign=quicklinks&utm_term=computingit,0,tranco,0
88239,http://www.juliasvoice.org,1,phishtank,1
45920,https://www.fark.com/cdn-cgi/content?id=iDmwCPCbRl8TGv7dFbjnO5Cg2j6_ZOYUWtyQdG6TrCs-1767486361.4941344-1.0.1.1-u3WhPENOmWCaqeecd_QGQFNCSovqaLqVhL9Sa_i7Fkk,0,tranco,0
72295,https://q-r.to/bfK6EE,1,phishtank,1
92839,http://1a237b7f-24e3-4ce7-aedf-d3960efdf2a6-00-15a7etfa8k4k5.sisko.replit.dev,1,phishtank,1
10076,https://www.wufoo.com/terms-of-service/terms-of-service-2014-03-18/,0,tranco,0
74662,https://qrco.de/bfHZMf,1,phishtank,1
3169,https://wordwall.net/resource/104804412/actividad-n-1-aprendiendo-con-el-juego-optativa-ii,0,tranco,0
57247,https://a0dminss.weebly.com/,1,phishtank,1
20666,https://www.globalso.com,0,tranco,0
56921,https://092cz439.weebly.com/,1,phishtank,1
19327,https://www.zerogpt.com/,0,tranco,0
4895,https://www.utexas.edu/academics/areas-of-study,0,tranco,0
58681,https://raydiumtoken-en.firebaseapp.com/,1,phishtank,1
30322,https://placementdriveinsta.com/interview-experiences-of-all-companies/,0,tranco,0
703,http://www.imdb.com/,0,tranco,0
34108,https://adguard-dns.io/,0,tranco,0
29215,https://www.uvm.edu/business/program/sustainable-innovation-mba,0,tranco,0
52363,https://lylconsultores.co//Upgradeaccount/Sites/index.html,1,phishtank,1
14033,https://www.kandji.io/resources/customer-stories/customer-story-planview/,0,tranco,0
75600,https://bit.ly/3LAUuBj,1,phishtank,1
1220,https://globo.com/robots.txt,0,tranco,0
45653,https://www.erome.tv/top-rated/,0,tranco,0
32756,https://gale.com/cms-components,0,tranco,0
39228,https://toolforge.org/wiki/Release_Engineering/SAL,0,tranco,0
89308,https://mc-rccorpmail-mc21.firebaseapp.com/,1,phishtank,1
47009,https://www.wongnai.com/good-vibes/09mTIkHUAShmww1DI30laMRsPgwgXw,0,tranco,0
58612,https://ittec.m-pages.com/cBBTBR/ittech,1,phishtank,1
22126,https://alo.rs/vesti.html,0,tranco,0
89768,https://attblablufhnfg.boxmode.io/,1,phishtank,1
15944,https://www.acorns.com/about/,0,tranco,0
35317,https://www.noibu.com,0,tranco,0
38360,https://myshoptet.com/vyhody-a-slevy/,0,tranco,0
74604,https://bit.ly/3SuBLuQ,1,phishtank,1
25717,https://usolie.info/afisha,0,tranco,0
79694,https://zpr.io/uAGgdqqVxPpc,1,phishtank,1
66150,https://q-r.to/bfaCRg,1,phishtank,1
91866,http://www.habbocreditosparati.blogspot.com/,1,phishtank,1
20694,https://freee.co.jp/personal-business/,0,tranco,0
69831,https://l.ead.me/bfOmzM,1,phishtank,1
24295,https://pornohirsch.net/whatsapp/,0,tranco,0
84827,https://new.express.adobe.com/webpage/3LrN8mESsU5nO,1,phishtank,1
44179,https://cohere.com/fr/embed,0,tranco,0
38735,https://www.123-reg.co.uk/contact/,0,tranco,0
3704,https://bookmark.xxx/en/search/christmas,0,tranco,0
67857,https://q-r.to/bfKulB,1,phishtank,1
31965,https://www.personio.de/blog/page/2/,0,tranco,0
2596,https://adblockplus.org/en/about,0,tranco,0
13252,https://abcp.ru/blog,0,tranco,0
68464,https://zbabiys.blogspot.com/,1,phishtank,1
45145,https://www.unistra.fr/fr/actualites/universite/2019/motion-votee-conseil-dadministration-luniversite-strasbourg-en-soutien,0,tranco,0
97860,http://adcuratorstechtrail.vercel.app/gzQ$XJsw=dtpCKqMKL_BTsQln@v,1,phishtank,1
68353,https://account.booking.com/sign-in?op_token=EgVvYXV0aCKyAQoUNlo3Mm9IT2QzNk5uN3prM3BpcmgSCWF1dGhvcml6ZRoaaHR0cHM6Ly9hZG1pbi5ib29raW5nLmNvbS8qOnsiYXV0aF9hdHRlbXB0X2lkIjoiZDIzZmMzZWQtNWFmZS00Mjk3LWE4MmItMWZmNDM3YWI0OWFmIn0yK0hlY2ticzZ4VVpxU1ozTTk1UjhLTEhOcXEzQ003MHRvWVpGZHpzZkE2V2s6BFMyNTZCBGNvZGUqEzDHsLPO8aYnOgBCAFiVpIS0pzI,1,phishtank,1
83878,https://elhoukounhjklau.firebaseapp.com/,1,phishtank,1
25312,https://metacpan.org/,0,tranco,0
48398,https://www.appbrain.com/info/advertise,0,tranco,0
36880,https://liftoff.ai/blog/infographic-q1-mobile-app-engagement-index/,0,tranco,0
38701,https://xtime.com/client-resource-center/,0,tranco,0
86163,https://t.co/zHO2wC5dv6?referral=labelaffiliate&utm_source=1100lxJQAoMJ&utm_medium=Warner_Atlantic_US&utm_campaign=labelaffiliate,1,phishtank,1
96527,http://944348556437879646874655133977kwtnvrjppyrwhwx.adelon.com.br,1,phishtank,1
54952,https://mail-organizer-updater.weebly.com/,1,phishtank,1
63249,https://qrco.de/bflQPL?pageuser=SqfNX,1,phishtank,1
35981,https://www.okta.com/initiatives/workforce-identity/move-to-the-cloud/,0,tranco,0
20490,https://workspaceone.com/contact-us/,0,tranco,0
95308,http://5fggfgfgfg4g4gh4fg4.blogspot.md,1,phishtank,1
20079,https://www.kufar.by/listings?prn=1000&rgn=7,0,tranco,0
78584,https://pub-daaf0f3c335c477184cc201bdc5b89b3.r2.dev/bgtcxz.html,1,phishtank,1
61524,https://eu.jotform.com/app/251022979653361,1,phishtank,1
95003,http://5fgfgfgfg4g4fg.blogspot.lt,1,phishtank,1
80001,https://edit-online.com-now.com/ch/?code=b87782823b49a240993c9d9cd,1,phishtank,1
83371,https://cod-bn83-6.webcindario.com/,1,phishtank,1
54996,https://t.co/whF5e6OYfd,1,phishtank,1
37454,https://www.rotowire.com/betting/cfl/,0,tranco,0
37028,https://www.gbnews.com/news/somerset-news-murderer-at-large-police-manhunt,0,tranco,0
25938,https://www.google.com/intl/am/gmail/about/,0,tranco,0
39197,https://www.filemail.com/about-us,0,tranco,0
37578,https://buffalonews.com/places/industry_manufacturing/food/beverages/business_3922025132.html,0,tranco,0
45699,https://scopely.com/en/news,0,tranco,0
62443,https://ayhe5u6s7tdyijyhrstdzbnyjeksrjet1rgtsryaethaetdf.teemill.com/,1,phishtank,1
45714,https://www.zenbusiness.com/velo/,0,tranco,0
96852,http://aagvn.com,1,phishtank,1
56884,https://bafkreic4qw2epeejcrljiexspyxvprhbclfpzj26yzi662f3kdt444tlda.ipfs.dweb.link/,1,phishtank,1
6083,https://constellix.digicert.com/other,0,tranco,0
52896,https://form.jotform.com/253111060976048,1,phishtank,1
4845,https://sattamatkano1.me/sitara-morning-panel-chart.php,0,tranco,0
46789,https://www.metasrc.com/3v3/th/champion/gnar,0,tranco,0
17477,https://streamlabs.com/,0,tranco,0
56671,https://us5.campaign-archive.com/?u=9f2d0129b592c5bcad837f0b6&id=c097fa4bd0,1,phishtank,1
